symbol,created_at,body,followers,sentiment,raw_compound,compound_bin,sentiment_number,modified_rating,modified?
TSLA,2021-03-05T21:07:01Z,$TSLA stimulus will pass next week shorts crushed,12,Bullish,-0.4215,-1.0,1.0,0,No
TSLA,2021-03-05T21:07:00Z,$TSLA all the bears are gonna lose their winter weight chasing this Monday,4,Bullish,-0.4019,-1.0,1.0,0,No
TSLA,2021-03-05T21:06:54Z,$TSLA all things consider in this biden bear market TSLA did well.,77,None,0.2732,1.0,0.0,0,No
TSLA,2021-03-05T21:06:42Z,$TSLA Would not be surprise if next week 700 back Again   better to hold at this point   I am for the long run and being here since the 200s   yes it sucks when it drops but I only increase my shares on my investments and only trade on the day if you are a true long you ignored the negativity and stay positive for the long run always !!!,25,Bullish,0.858,1.0,1.0,0,No
TSLA,2021-03-05T21:06:40Z,$TSLA  hope she holds 600 after hours otherwise long way to go,0,Bearish,0.4404,1.0,-1.0,0,No
TSLA,2021-03-05T21:06:32Z,$TSLA nice triple top on the intra day as well,8,Bearish,0.6908,1.0,-1.0,0,No
TSLA,2021-03-05T21:06:32Z,$TSLA $NIO $CLNE $OEG $NNDM Strong close out to the week after a brutal past few weeks during this correction. Good opportunity to add cheap shares as job growth surged and unemployment fell in Feb. Watchlists will be posted later on Sunday evening. Have a great and safe weekend everyone!!! 👍🏾💙,18748,Bullish,0.9284,1.0,1.0,0,No
TSLA,2021-03-05T21:05:54Z,$TSLA Bitcoin was some idea Elon......,0,None,0.0,0.0,0.0,0,No
TSLA,2021-03-05T21:05:49Z,$NIO $SPY $TSLA $SOS That feeling when you’re $34 NIO  order from Thanksgiving finally got filled today!!,21,Bullish,0.2695,1.0,1.0,0,No
TSLA,2021-03-05T21:05:48Z,$SPY PUTS... WORTHLESSSSSSSS 😂😂😂😂😂😂 $QQQ $TSLA $PSTH $XL,83,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-05T21:05:46Z,$TSLA $QQQ $SPY,16,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-05T21:05:43Z,$TSLA will be back above $900+ before Q1 ER in April  China&#39;s sales will blow out many analysts estimates. lol let&#39;s wait and see. just keep buying the shares at this low level. your shorts have no ideas what was happening. Go figure.,243,Bullish,0.1779,1.0,1.0,0,No
TSLA,2021-03-05T21:05:32Z,$TSLA why should I sell . Long term this has no room but up . Think few months from now . How many news will be out there to move it up . 600$ will be a dream . Loading on every dip,0,Bullish,0.2263,1.0,1.0,0,No
TSLA,2021-03-05T21:05:25Z,$TSLA how is it red with this volume??,21,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-03-05T21:04:59Z,$TSLA I need 700 next week 🤕🤕🤕,18,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-05T21:04:35Z,$TSLA $600 WALL NEEDS TO GO,24,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-05T21:04:13Z,$TSLA kids still trying to get people to panic sell AH.  just crazy,77,None,-0.6908,-1.0,0.0,0,No
TSLA,2021-03-05T02:19:18Z,$TSLA had 25 shares and now it’s 125 post split. Then it will be 600 after the next split.,217,Bullish,0.296,1.0,1.0,0,No
TSLA,2021-03-05T02:19:12Z,$TSLA how the weather will be tomorrow.,0,None,0.0,0.0,0.0,0,No
TSLA,2021-03-05T02:18:57Z,$TSLA been shorting the 💩 out of elon and his scam since last month. Making bank everyday. Shorting till 330$ then longing all in,2,None,-0.5859,-1.0,0.0,0,No
TSLA,2021-03-05T02:18:51Z,$TSLA go to $300 so I can buy 1k shares lol..,84,None,0.296,1.0,0.0,0,No
TSLA,2021-03-05T02:18:48Z,$TSLA why are these bears trying to talk like Tesla wasn’t at $600 (PRE 5:1 SPLIT!!!!) just 12 months ago.   Are you really trying to scare people into selling this? .If you sell this I’m sure you have your reasons  buy don’t let these Monday morning quarterbacks (MR. I TOLD USO BEAR) be one of them.,2,Bullish,0.3621,1.0,1.0,0,No
TSLA,2021-03-05T02:18:46Z,$TSLA warned that bitch Cathy,21,None,-0.7096,-1.0,0.0,0,No
TSLA,2021-03-05T02:18:40Z,$TSLA ..Elon said it was too high at $152. I expect it to go below $152 and it will!✌️,76,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-03-05T02:18:31Z,$TSLA This stonk is dead. My price target is still $68 per share.,6,Bearish,-0.4767,-1.0,-1.0,0,No
TSLA,2021-03-05T02:18:22Z,$tsla $AMZN $AAPL ...Futures ugly as F.  Hopefully will reverse by open.,2,None,-0.1531,-1.0,0.0,0,No
TSLA,2021-03-05T02:18:22Z,$TSLA Asia rally rally,1,None,0.0,0.0,0.0,0,No
TSLA,2021-03-05T02:18:01Z,$NIO it all started when Pelosi bought $TSLA then when we started using hearts for likes.,32,Bullish,0.4215,1.0,1.0,0,No
TSLA,2021-03-05T02:17:59Z,$TSLA..I have never watched a Star Wars film all the way through  very odd people in it.,2,None,0.0852,0.0,0.0,0,No
TSLA,2021-03-05T02:17:23Z,@JoinKarmaStocks @CrossingTrendsTA @JoinKarmaStocks @Nav1234 @StellarInvest are you serious! I have made a ton on Puts and shorting this.. and on $SPY $TSLA too! .Im not scared in the least!.Trust me.. ill help ya..You wanna get out of this! .Ir will see another bottom and get another bear rally... but im not going tell ya where that is i know so doea my CTTS why should i and i will simply re short it again when it gets back 50% of those gains!I&#39;m Gina help ya a little  with a little help from tou to see if you&#39;re paying attention.So lets say (if wont! )  $12 holds where would you short $MVIS again?,3657,Bearish,0.868,1.0,-1.0,0,No
TSLA,2021-03-05T02:17:22Z,$TSLA all this bears who said that $880 was too high  well  this is your chance to get in at a discounted price. This is your chance!,9,Bullish,0.68,1.0,1.0,0,No
TSLA,2021-03-05T02:17:09Z,$TSLA  still,1,None,0.0,0.0,0.0,0,No
TSLA,2021-03-05T02:17:05Z,$RKT $TSLA $AMC $GME warned you retards,21,None,-0.2732,-1.0,0.0,0,No
TSLA,2021-03-05T02:16:37Z,$TSLA I&#39;m not in this  but I bet he felt a little left out on the wsb gme action. I wouldn&#39;t bet against a forward thinker. Js,17,None,0.0,0.0,0.0,0,No
TSLA,2021-03-05T02:16:34Z,$TSLA tomorrow will be good.,2,None,0.4404,1.0,0.0,0,No
TSLA,2021-03-05T02:15:52Z,$TSLA i’d scalp this but im a holder at 250,137,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-03-05T02:15:49Z,$TSLA Planning to buy at $420.69,3,None,0.0,0.0,0.0,0,No
TSLA,2021-03-05T02:15:43Z,$RIOT $MARA $QETH $TSLA $EBIT StoNks Always Go Down.,8,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-05T02:15:39Z,$TSLA I bet shorters love watching choking porn,1,None,0.296,1.0,0.0,0,No
TSLA,2021-03-05T02:15:31Z,$TSLA did some analysis and saw - $qqq can drop another 3% and Tesla to $550 before stopping the bleed. Hopefully not - but that’s where $nq_f futures are heading tonight ..Sold some deltas at 600 market close to reduce risk but still very long,228,Bullish,-0.3919,-1.0,1.0,0,No
TSLA,2021-03-05T02:15:23Z,$TSLA Biden clear energy plan good for EV Tesla . buy dip now,4,Bullish,0.765,1.0,1.0,0,No
TSLA,2021-03-04T14:33:22Z,$TSLA better cover your short,2,Bullish,0.4404,1.0,1.0,0,No
TSLA,2021-03-04T14:33:17Z,$UNVC what brain dead illiterate moron would sell at 12 cents lol? Fucking fools. To the rest  how are you celebrating today? $BTC.X if only more people knew what’s about to happen... $AAPL $TSLA $MSFT,2,Bullish,-0.7053,-1.0,1.0,0,No
TSLA,2021-03-04T14:33:11Z,$TSLA 666.04$,11,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-04T14:33:08Z,$TSLA Dead cat bounce,6,None,-0.6486,-1.0,0.0,0,No
TSLA,2021-03-04T14:33:08Z,$TSLA brrrrrrrrrtttttt,22,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-04T14:32:50Z,$TSLA Not selling!!!! If it drops more I will BUY MORE,2,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-04T14:32:49Z,$TSLA burn bears!!!!!!,9,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-04T14:32:44Z,$TSLA Added some lotto,4490,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-04T14:32:26Z,$TSLA  billionaire. ..Ron Barron-  sold 0 shares in his personal account  unlikely to do so for another 10 years!,12,Bullish,0.3595,1.0,1.0,0,No
TSLA,2021-03-04T14:32:20Z,$CLII $CCIV $TSLA $FSR $RIDE ..READ THIS NOW:..EVgo is the nation’s largest electric vehicle (EV) public fast charging network in the U.S.. They have partnerships with Tesla (Tesla’s only charging partner)  General Motors  Nissan  Uber  Lyft  Albertsons  Wawa  Kroger and more. EVgo has over 800 locations in 67 major metropolitan markets across 34 states with many more locations being built at an extremely fast rate. EVgo has a rapidly expanding customer base that currently exceeds 220 000 customers. They have both government and utility contracts to build more fast chargers. ..EVGO is currently listed under CLII but the ticker will soon be changed over to EVgo.,79,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-04T14:32:17Z,$TSLA $NIO $XPEV $CCIV ..NOT EVEN GOING TO LOOK AT IT!..ALL I KNOW IS YOU CAN NOT KEEP US DOWN FOREVER!..LESSSSS GOOOOOOOO!!!!!!!..HOLD.BUY.HOLD.BUY,20,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-04T14:32:17Z,$TSLA ..This will fall all year as rates and inflation rise,7,None,0.0,0.0,0.0,0,No
TSLA,2021-03-04T14:32:15Z,$NQ_F $MNQ_F $MES_F youtube.com/watch?v=omeEY-4...  $TSLA $AAPL GREAT day to make money!,1,Bullish,0.729,1.0,1.0,0,No
TSLA,2021-03-04T14:32:11Z,$TSLA Don’t be to hasty just yet,576,None,0.0,0.0,0.0,0,No
TSLA,2021-03-04T14:31:55Z,$SOAC $BFT $SKT $GE $TSLA ..We got our DA!!!  This is how mining all of the batteries in the world will be in the future.  Environmentally friendly deep see mining of nodules  which are a lot more efficiently extracted with much more mineral content.  Land mining is gone and this company is sitting on a trillion dollar gold mine.,49,Bullish,0.7946,1.0,1.0,0,No
TSLA,2021-03-04T14:31:53Z,$TSLA might make some money on the flip.,2,None,0.0,0.0,0.0,0,No
TSLA,2021-03-04T14:31:23Z,$TSLA I’m bullish long run but we getting hang banged in the short term and it’s not over,1,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-04T14:30:40Z,$TSLA this is fkg called manipulation,184,None,-0.296,-1.0,0.0,0,No
TSLA,2021-03-04T14:30:19Z,$TSLA you know Elon will do something about this soon and bears will not be able to do anything. Its overvalued Bla Bla Bla  that didn’t stop it before!!!! Careful this is about to rebound back up folks!!! Good luck to all the bag holders,4,Bullish,0.7556,1.0,1.0,0,No
TSLA,2021-03-04T14:30:14Z,$TSLA Now it starts. Green today.,11,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-03T18:12:32Z,$GME $RKT $TSLA  finally someone cracked the code from Ryan Cohen&#39;s Twitter message with the ice cream and the frog  my favorite stock for the next couple of days $SLGG,1,Bullish,0.4588,1.0,1.0,0,No
TSLA,2021-03-03T18:12:24Z,$PLG $TSLA Is Tesla a new investor?,16,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-03T18:12:16Z,$TSLA This is not a bear trap.  This is a stock that is way overpriced correcting to a realistic price.  Just because you bought above $800 and think it should go back  doesn&#39;t make it so. If I was long this stock  I would just be happy that it is not down more where it actually belongs.,40,Bearish,0.687,1.0,-1.0,0,No
TSLA,2021-03-03T18:11:29Z,$PLG $TSLA,16,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-03T18:10:58Z,$TSLA hey Cathie where you at?,17,None,0.0,0.0,0.0,0,No
TSLA,2021-03-03T18:10:36Z,$TSLA road to 700 looks more attainable than the road to 650,44,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-03T18:10:32Z,$TSLA ATNX🔥🔥🔥 Way undervalued now  watch for the recovery back up to 10$!!,8,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-03T18:10:11Z,$TSLA Shorts and sellers cooling off  losing faith in their down pressure,49,None,-0.25,-1.0,0.0,0,No
TSLA,2021-03-03T18:09:37Z,$ALRN Pretty confident in this company. ALRN-6924 is a dual MDM2/MDMX inhibitor that provides a single medicine to protect multiple healthy cell types throughout the body from chemotherapy while ensuring chemotherapy continues to destroy cancer cells. Long-term watch. Do your DD. $OCGN $SOS $SNDL $TSLA,114,Bullish,0.5574,1.0,1.0,0,No
TSLA,2021-03-03T18:09:35Z,$TSLA goes down hundreds of dollars so dumbass is calling it a bear trap,8,Bearish,-0.7855,-1.0,-1.0,0,No
TSLA,2021-03-03T18:09:25Z,$LIACF People please stay strong and don&#39;t be afraid of the day traders. We have to stick together now. We need more long investments ..$ABML $TSLA $GM $XPEV,4,Bullish,0.6808,1.0,1.0,0,No
TSLA,2021-03-03T18:09:23Z,$DOGE.X  LMAO..2K more &quot;SHARES&quot; $TSLA,26,None,0.0,0.0,0.0,0,No
TSLA,2021-03-03T18:09:09Z,$TSLA Elon Musk tweeted at ~150$ already that the stock is too high.  Crash will take this down heavy.,24,Bearish,-0.4019,-1.0,-1.0,0,No
TSLA,2021-03-03T18:08:47Z,$TSLA if the yields drop watch for tech to have a nice pop.,76,None,0.1779,1.0,0.0,0,No
TSLA,2021-03-03T18:08:39Z,$TSLA Bitcoin up strongly  TSLA first quarter profits secured. Cheating the pandemic AGAIN like a boss.,1,Bullish,0.6808,1.0,1.0,0,No
TSLA,2021-03-03T18:08:13Z,$PLUG $TSLA $TSLA ..Hold your shit dont sell at the bottom! Reversal is coming soon...,89,Bullish,-0.5983,-1.0,1.0,0,No
TSLA,2021-03-03T18:07:39Z,$TSLA inreally dont understand how people didnt see this thing was a bubble. It was absolutely obvious  i hope people learned their lesson.,1,None,0.4902,1.0,0.0,0,No
TSLA,2021-03-03T18:07:32Z,$TSLA too much fake dips,4,None,-0.4767,-1.0,0.0,0,No
TSLA,2021-03-03T18:07:27Z,$TSLA how long they gonna set this bear trap for sheesh,29,Bullish,-0.3182,-1.0,1.0,0,No
TSLA,2021-03-03T18:07:19Z,$TSLA this is fucked 😂,2,Bearish,-0.6597,-1.0,-1.0,0,No
TSLA,2021-03-03T18:06:17Z,$TSLA $RKT,16,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-03-03T18:05:56Z,$CVNA $SPY $QQQ $TSLA $AAPL .Auto sales are slowing after a weak 2020  with Edmunds.com estimating sales fell 2.8% last month  year over year  due to smaller tax returns and higher car prices and interest rates  Stephanie Brinley  principal automotive analyst at IHS Markit  told the Detroit News.,8,None,0.0258,0.0,0.0,0,No
TSLA,2021-03-03T18:05:54Z,$LI so far none has ever mentioned about $TSLA last month delivery in  China. I bet it is down just the big three local EVs. That tells us US WS is not playing a fair game against foreign stock investments. It used this opportunity to bash and manipulate the SPs so big boys can get in way cheap.$NIO $XPEV,31,Bullish,0.1769,1.0,1.0,0,No
TSLA,2021-03-03T18:05:10Z,$TSLA,6,None,0.0,0.0,0.0,0,No
TSLA,2021-03-02T21:56:22Z,$TSLA not a funny opening for the Bulls tomorrow..,8,Bearish,-0.3412,-1.0,-1.0,0,No
TSLA,2021-03-02T21:56:17Z,$TSLA lol 645 weekly puts entry 9.50  they BLEED to 2.50 yesterday  now end only 5.50 today? Gtfo,16,None,0.4215,1.0,0.0,0,No
TSLA,2021-03-02T21:55:10Z,$TSLA The selling is incredible 650$ puts,1,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-03-02T21:55:06Z,$SNDL $AQMS $OBSV $TSLA  $BABA .If  you think it’s the stock then you might need to go do your dd ...,806,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-02T21:54:58Z,$TSLA so perfect,322,Bearish,0.6115,1.0,-1.0,0,No
TSLA,2021-03-02T21:54:50Z,$TSLA thinking of covering here and loading more PLTR. While Tesla goes down another 20%  PLTR may double by EOY.  Cheers.,42,Bearish,0.4767,1.0,-1.0,0,No
TSLA,2021-03-02T21:54:37Z,$TSLA it’s been decided. Tsla opens at $550 tomorrow,7,None,0.0,0.0,0.0,0,No
TSLA,2021-03-02T21:54:28Z,$TSLA $GEVO $PLNHF.Easy longterm money stonks,1,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-02T21:53:25Z,$TLRY wouldn’t mind a short squeeze here $TSLA $PLTR $SPY $CGC,84,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-02T21:53:10Z,$TSLA dead shit,1,Bearish,-0.836,-1.0,-1.0,0,No
TSLA,2021-03-02T21:50:59Z,$TSLA where is the TSLA cult when u need them?,0,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-02T21:49:11Z,$TSLA hey guys I know a lot has happened in the past few days but I’ve drafted this illustration to explain exactly what we are currently experiencing with the price action on tesla,9,None,0.0,0.0,0.0,0,No
TSLA,2021-03-02T21:47:33Z,$GME Diamond Hands  Where are they?  Oh right  they were a one-hit wonder! $TLRY $AMC $SNDL $TSLA,11,Bullish,0.4003,1.0,1.0,0,No
TSLA,2021-03-02T21:47:24Z,$TSLA whats going to happen tomorrow?,2,None,0.0,0.0,0.0,0,No
TSLA,2021-03-02T21:45:16Z,$TSLA If Elon really cared about his investors  he would’ve released news by now to force shorts to cover. Instead  his brother sells shares and Elon tweets about crypto currency. Smh.,387,Bearish,0.4576,1.0,-1.0,0,No
TSLA,2021-03-02T21:45:10Z,$TSLA can we vote after button &quot;block all bears&quot; 😀,3,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-02T21:45:02Z,$TSLA the market is kinda sketchy these weeks. Time to activate short season,0,None,0.0,0.0,0.0,0,No
TSLA,2021-03-02T21:45:00Z,$TSLA $NIO  a joke. Because stupid Nio went down  that’s why Tesla should follow. Ridiculous market trading. Wicked mentality. 😤,175,Bullish,-0.7964,-1.0,1.0,0,No
TSLA,2021-03-02T02:33:02Z,$TSLA Bitcoin up nicely,16,Bullish,0.4404,1.0,1.0,0,No
TSLA,2021-03-02T02:32:44Z,$TSLA Would also explain why they sent everyone home last week for two days. S&amp;S Execution. I watched 2m shares get dumped into open market myself. That could have only been 1 person. So. Pull the Curtain Back Already.,37,None,-0.128,-1.0,0.0,0,No
TSLA,2021-03-02T02:31:44Z,Here’s the scoop: humans are greedy; humans are untrustworthy; humans have ulterior motives. This is human nature...Math and math based truths do not have these human faults. The Future will be built on math based truths. The Future will be built on decentralization. The future will take away opportunities for: greed... and untrustworthiness... and ulterior motives.....This will lead to incredible amounts of innovation and progress for humanity and it will all be able to happen because of Chainlink...$LINK.X  allows real world data to connect blockchain networks such as $BTC.X ..Decentralized  tamper proof  math based truth is necessary... it is inevitable... this is The Future I see... Vires in Numeris!..$TSLA $GOOG $SPY,75,Bullish,0.8858,1.0,1.0,0,No
TSLA,2021-03-02T02:31:25Z,$SUNW Easiest 25% you&#39;ll ever make move all your cash into SUNW start scaling out in 20&#39;s you&#39;ll be happy you had the cojones to do something for once in your life -- $TSLA $NVDA  Don&#39;t get scammed by $SOS this is literally a halt waiting to happen the low IQ sheep will be slammed and you don&#39;t have to - play safe and take the guaranteed gains in SUNW.,27,None,0.9022,1.0,0.0,0,No
TSLA,2021-03-02T02:30:54Z,$TSLA ruh roh...,82,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-03-02T02:30:10Z,$TSLA Pandemonium Bear 🐼 hates questions he does not know the answer to. So. Musk took payment in only shares. Never cashed his paycheck. He has no money. Owes boatloads. Wtf is going on here? Only theory. They jumped out the bushes on him already lmfao.,37,None,-0.4939,-1.0,0.0,0,No
TSLA,2021-03-02T02:29:35Z,$TQQQ $TSLA $AAPL $GOOGL $MSFT lets gooo! Time for TQQQ to run,81,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-02T02:28:51Z,$NIO 300 $tsla 3k $amzn 7k — retirement,188,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-02T02:27:44Z,$TSLA said it before and ill say again 1000 this year,8,Bullish,-0.4215,-1.0,1.0,0,No
TSLA,2021-03-02T02:27:21Z,$GSAH $TSLA,156,None,0.0,0.0,0.0,0,No
TSLA,2021-03-02T02:26:43Z,$TSLA lol seriously why would u bet against elon the fonder of space fucking X. Just cuz big short might be right??? Lmao amzn was crazy valuation back then too  its cuz stock trade in future not current state of business 😂😂😂,22,Bullish,0.6298,1.0,1.0,0,No
TSLA,2021-03-02T02:26:30Z,$LIACF This tells you what future holds for American Lithium Corp.  Good entry point here where this company is currently at. $TSLA $F $GM,24,None,0.4404,1.0,0.0,0,No
TSLA,2021-03-02T02:26:15Z,$TSLA futures are down but basically flat. Calm down bears. 740 open.,51,Bullish,0.4497,1.0,1.0,0,No
TSLA,2021-03-02T02:26:05Z,test $SPY $TSLA $ZM,16146,None,0.0,0.0,0.0,0,No
TSLA,2021-03-02T02:25:18Z,$TSLA my $800 calls tomorrow,125,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-02T02:25:08Z,$TSLA above 710 resistance,26763,None,0.0,0.0,0.0,0,No
TSLA,2021-03-02T02:22:49Z,@Stephen218 @jimmyknows1 @nshktm he also said a lot of bad things about $TSLa in its early days. He buddies were shorting it like hell. Many are out of business now,45,None,-0.765,-1.0,0.0,0,No
TSLA,2021-03-02T02:21:17Z,$TSLA we heading for $1k?,523,None,0.0,0.0,0.0,0,No
TSLA,2021-03-02T02:20:17Z,$NIO  join the ride $TSLA  $LI  $XPEV,0,Bullish,0.296,1.0,1.0,0,No
TSLA,2021-03-02T02:19:18Z,$TSLA shorts today,15,None,0.0,0.0,0.0,0,No
TSLA,2021-03-02T02:19:04Z,$LINK.X $BTC.X $TSLA $AMZN $AAPL,24,None,0.0,0.0,0.0,0,No
TSLA,2021-03-02T02:17:24Z,$TSLA $DOGE.X doggie,29,None,0.0,0.0,0.0,0,No
TSLA,2021-03-01T12:38:43Z,$TSLA $1000 coming? 🚀🚀🚀🚀,37,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-01T12:37:38Z,$TSLA What’s gonna happen if we move to $800 today,2,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-01T12:37:28Z,$XPEV  “buy” recommendations and yet we at oversold on charts ?! Y’all quick to jump in stocks that’s already running up but when it’s oversold  y’all scare?! Lmao 😂 .. over 40s by earnings!! $SPY $QQQ $TSLA $NIO,21,Bullish,0.835,1.0,1.0,0,No
TSLA,2021-03-01T12:37:12Z,$TSLA $675.50. Talk about a tough week for Tesla!..It managed to find some support around where it last broke out in December...If it can clear $770 then a move back to $900 is possible. ..I don&#39;t even want to think what it would mean for the market if it closed too below $650.,63,None,0.3802,1.0,0.0,0,No
TSLA,2021-03-01T12:36:46Z,$TSLA thank u biden for tesla going bearish,8,Bearish,0.3612,1.0,-1.0,0,No
TSLA,2021-03-01T12:36:29Z,$NIO $CBAT $XPEV  $TSLA  What a week coming!,66,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-01T12:36:24Z,$VACQU $VACQ what??? ROCKETS &amp; contracts with $LMT ?? To compete against $TSLA $SPCE in space travel?? This is a no brainer. GROUND LEVEL HERE. IN.  🚀,61,Bullish,-0.4871,-1.0,1.0,0,No
TSLA,2021-03-01T12:36:10Z,$TSLA $FSR $CCIV   You make absolutely NO sense. Do you watch the market at all??????,8,None,-0.6353,-1.0,0.0,0,No
TSLA,2021-03-01T12:36:05Z,$TSLA Roberto escobar  helping the pump since  the summer big pump.,77,Bearish,0.296,1.0,-1.0,0,No
TSLA,2021-03-01T12:35:52Z,$TSLA keep shorting!,8,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-03-01T12:35:32Z,$TSLA Good news....bears are out in force!!!!,11,Bullish,0.6209,1.0,1.0,0,No
TSLA,2021-03-01T12:35:31Z,$TOMZ $TLRY $TSLA  Clean weed and EV&#39;s . The future is here. Buying these with every penny I find in the couch !,1,None,0.4574,1.0,0.0,0,No
TSLA,2021-03-01T12:35:21Z,$NIO everybody’s talking about NIO today!!!!!!! $CCIV  $TSLA  $FSR  $GM   you all will be stupid to ignore NIO .,58,Bullish,-0.7946,-1.0,1.0,0,No
TSLA,2021-03-01T12:34:27Z,$TSLA,18,None,0.0,0.0,0.0,0,No
TSLA,2021-03-01T12:34:20Z,$SPY $TSLA $AAPL well maybe a dinghy ?,262,None,0.2732,1.0,0.0,0,No
TSLA,2021-03-01T12:33:59Z,$TSLA buy dip🚀,18,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-01T12:33:15Z,$TSLA $BABA $AAPL $..3 words for you......Ballzzzzzzz Deep!!.👊💯🚀💪🎉,72,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-03-01T12:33:10Z,$QQQ Dead cat bounce is over 🐈 $TSLA $SPCE,498,Bearish,-0.6486,-1.0,-1.0,0,No
TSLA,2021-03-01T12:32:21Z,$TSLA funny meme!,164,None,0.4926,1.0,0.0,0,No
TSLA,2021-03-01T12:31:59Z,$TSLA looks like it wants to test $400s .$FSR should test $30 &amp; $40 this week.$CCIV seems like the market wants to pound out $25-$26 first..,434,None,0.6124,1.0,0.0,0,No
TSLA,2021-03-01T12:31:10Z,$TSLA,12,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-02-27T09:51:26Z,$TSLA I think the market has been down long enough  Can We please Proceed as usual  Charts don&#39;t Lie...!,29,None,0.3802,1.0,0.0,0,No
TSLA,2021-02-27T09:34:28Z,$TSLA $ARKK is selling tesla,8,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-02-27T09:26:05Z,$BNGO $TSLA $AMZN $BRK.A Inflation is an increase in the money supply.,2,None,0.3182,1.0,0.0,0,No
TSLA,2021-02-27T09:15:14Z,$CCIV this stock literally moves in volatility like an early hindsight share of $TSLA and bears are shouting $15 a share is the bottom...a better entry cannot be much more clearer,1,Bullish,0.8316,1.0,1.0,0,No
TSLA,2021-02-27T09:14:51Z,@rolandb3rd @JordanHoldfort ..I agree this link between the two companies has been somewhat debunked a while ago but still I am a believer in both $THCB / Microvast &amp; $TSLA / Elon Musk and I don&#39;t see why they wouldn&#39;t have a partnership in the future  though neither really need each other to be successful 👍👍,2,Bullish,0.7876,1.0,1.0,0,No
TSLA,2021-02-27T09:14:33Z,$SPY $TSLA $WWR $GME $AMC Mooning Monday,1526,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-02-27T09:09:09Z,$NIO $TSLA Just in. House Passes $1.9 Trillion Stimulus package now. $SPY  $QQQ $XLK,797,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-02-27T08:59:44Z,$TSLA  Thank you! How do you know they are buying and not selling?,0,None,0.4199,1.0,0.0,0,No
TSLA,2021-02-27T08:58:12Z,$TSLA lol,4,Bearish,0.4215,1.0,-1.0,0,No
TSLA,2021-02-27T08:54:35Z,$BTC.X the hotstepper comes in.46368  44444 .ALL eyes 42222.Then splash 36666.. .Elons stop loss. .$TSLA  is broken if 28657 is hit,477,None,-0.765,-1.0,0.0,0,No
TSLA,2021-02-27T08:53:19Z,$BTC.X $TSLA consolidation for BTC and even a slight higher low higher highs. looking good,51,Bullish,0.2023,1.0,1.0,0,No
TSLA,2021-02-27T08:38:24Z,$TSLA 600 is behind the door mark this,5,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-02-26T15:13:19Z,$TSLA The bears 🐻 won&#39;t stop eating my lunch. Fight back bulls  fight back!,1,Bullish,-0.7712,-1.0,1.0,0,No
TSLA,2021-02-26T15:13:16Z,$SPY $TSLA Here comes the support. Might go up from here,65,Bullish,0.4019,1.0,1.0,0,No
TSLA,2021-02-26T15:13:16Z,$TSLA,22,None,0.0,0.0,0.0,0,No
TSLA,2021-02-26T15:13:10Z,$TSLA 666 66,1,Bearish,0.0,0.0,-1.0,0,No
